clearVal,sn,districtName,dataDate,issueVal,issueTime,clearDate,issueDate,moveName,clearTime,issueGbn,itemCode,ename
31,71,강원,2020-02-02,77,10:00,2020-02-03,2020-02-02,영서남부,4:00,주의보,PM25,gangwon
84,172,강원,2020-04-22,175,9:00,2020-04-22,2020-04-22,영동북부,17:00,주의보,PM10,gangwon
89,170,강원,2020-04-22,217,8:00,2020-04-22,2020-04-22,영서북부,16:00,주의보,PM10,gangwon
98,180,강원,2020-05-11,164,13:00,2020-05-11,2020-05-11,영서북부,20:00,주의보,PM10,gangwon
99,22,강원,2021-01-15,178,0:00,2021-01-16,2021-01-16,영동남부,3:00,주의보,PM10,gangwon
30,50,강원,2021-02-01,82,21:00,2021-02-02,2021-02-01,영서남부,1:00,주의보,PM25,gangwon
33,83,강원,2021-02-06,78,23:00,2021-02-07,2021-02-06,영동북부,7:00,주의보,PM25,gangwon
26,74,강원,2021-02-06,84,21:00,2021-02-07,2021-02-06,영서북부,15:00,주의보,PM25,gangwon
33,90,강원,2021-02-07,79,12:00,2021-02-07,2021-02-07,영서남부,16:00,주의보,PM25,gangwon
81,137,강원,2021-03-16,224,7:00,2021-03-16,2021-03-16,영동북부,9:00,주의보,PM10,gangwon
96,170,강원,2021-03-23,248,12:00,2021-03-23,2021-03-23,영동북부,19:00,주의보,PM10,gangwon
98,177,강원,2021-03-23,153,15:00,2021-03-23,2021-03-23,영서남부,20:00,주의보,PM10,gangwon
98,176,강원,2021-03-23,160,15:00,2021-03-23,2021-03-23,영서북부,21:00,주의보,PM10,gangwon
96,171,강원,2021-03-23,304,13:00,2021-03-23,2021-03-23,영동남부,18:00,주의보,PM10,gangwon
97,615,강원,2021-03-29,127,13:00,2021-03-30,2021-03-29,영동남부,5:00,주의보,PM10,gangwon
98,607,강원,2021-03-29,141,12:00,2021-03-29,2021-03-29,영동북부,14:00,주의보,PM10,gangwon
593,267,강원,2021-03-29,244,5:00,2021-03-29,2021-03-29,영동남부,7:00,주의보,PM10,gangwon
549,265,강원,2021-03-29,391,5:00,2021-03-29,2021-03-29,영서남부,6:00,주의보,PM10,gangwon
422,264,강원,2021-03-29,368,6:00,2021-03-29,2021-03-29,영서북부,7:00,주의보,PM10,gangwon
480,266,강원,2021-03-29,454,5:00,2021-03-29,2021-03-29,영동북부,6:00,주의보,PM10,gangwon
127,324,강원,2021-03-29,593,7:00,2021-03-29,2021-03-29,영동남부,13:00,경보,PM10,gangwon
148,273,강원,2021-03-29,549,6:00,2021-03-29,2021-03-29,영서남부,22:00,경보,PM10,gangwon
135,319,강원,2021-03-29,422,7:00,2021-03-29,2021-03-29,영서북부,13:00,경보,PM10,gangwon
96,1494,강원,2021-03-29,148,22:00,2021-03-30,2021-03-29,영서남부,12:00,주의보,PM10,gangwon
141,274,강원,2021-03-29,480,6:00,2021-03-29,2021-03-29,영동북부,12:00,경보,PM10,gangwon
27,370,강원,2021-03-29,92,8:00,2021-03-29,2021-03-29,영동남부,12:00,주의보,PM25,gangwon
99,614,강원,2021-03-29,135,13:00,2021-03-30,2021-03-29,영서북부,8:00,주의보,PM10,gangwon
30,325,강원,2021-03-29,100,7:00,2021-03-29,2021-03-29,영서남부,14:00,주의보,PM25,gangwon
96,1495,강원,2021-03-29,150,0:00,2021-03-30,2021-03-30,영동북부,3:00,주의보,PM10,gangwon
83,1668,강원,2021-04-16,224,19:00,2021-04-17,2021-04-16,영서북부,16:00,주의보,PM10,gangwon
62,1678,강원,2021-04-16,198,23:00,2021-04-17,2021-04-16,영동북부,17:00,주의보,PM10,gangwon
93,1690,강원,2021-04-17,222,13:00,2021-04-17,2021-04-17,영서남부,18:00,주의보,PM10,gangwon
81,1680,강원,2021-04-17,163,8:00,2021-04-17,2021-04-17,영동남부,20:00,주의보,PM10,gangwon
32,1878,강원,2021-05-07,92,19:00,2021-05-09,2021-05-07,영서남부,4:00,주의보,PM25,gangwon
29,1849,강원,2021-05-07,95,18:00,2021-05-09,2021-05-07,영서북부,2:00,주의보,PM25,gangwon
114,1921,강원,2021-05-07,390,20:00,2021-05-09,2021-05-07,영동북부,1:00,경보,PM10,gangwon
390,1844,강원,2021-05-07,272,18:00,2021-05-07,2021-05-07,영동북부,20:00,주의보,PM10,gangwon
124,1814,강원,2021-05-07,420,17:00,2021-05-09,2021-05-07,영서북부,2:00,경보,PM10,gangwon
386,1786,강원,2021-05-07,256,16:00,2021-05-07,2021-05-07,영서남부,18:00,주의보,PM10,gangwon
128,2461,강원,2021-05-07,395,22:00,2021-05-09,2021-05-07,영동남부,2:00,경보,PM10,gangwon
135,1843,강원,2021-05-07,386,18:00,2021-05-09,2021-05-07,영서남부,5:00,경보,PM10,gangwon
395,1845,강원,2021-05-07,191,18:00,2021-05-07,2021-05-07,영동남부,22:00,주의보,PM10,gangwon
30,2462,강원,2021-05-07,95,23:00,2021-05-09,2021-05-07,영동남부,3:00,주의보,PM25,gangwon
32,2463,강원,2021-05-07,80,23:00,2021-05-09,2021-05-07,영동북부,0:00,주의보,PM25,gangwon
420,1787,강원,2021-05-07,322,16:00,2021-05-07,2021-05-07,영서북부,17:00,주의보,PM10,gangwon
87,3425,강원,2021-05-09,128,2:00,2021-05-09,2021-05-09,영동남부,4:00,주의보,PM10,gangwon
95,3423,강원,2021-05-09,124,2:00,2021-05-09,2021-05-09,영서북부,3:00,주의보,PM10,gangwon
99,3427,강원,2021-05-09,135,5:00,2021-05-09,2021-05-09,영서남부,7:00,주의보,PM10,gangwon
94,3424,강원,2021-05-09,114,1:00,2021-05-09,2021-05-09,영동북부,2:00,주의보,PM10,gangwon
83,3473,강원,2021-05-24,204,22:00,2021-05-25,2021-05-24,영서남부,14:00,주의보,PM10,gangwon
98,3455,강원,2021-05-24,213,21:00,2021-05-25,2021-05-24,영서북부,9:00,주의보,PM10,gangwon
45,3474,강원,2021-05-24,197,23:00,2021-05-25,2021-05-24,영동북부,2:00,주의보,PM10,gangwon
81,3475,강원,2021-05-25,182,2:00,2021-05-25,2021-05-25,영동남부,13:00,주의보,PM10,gangwon
24,3508,강원,2021-11-20,79,13:00,2021-11-22,2021-11-20,영서남부,3:00,주의보,PM25,gangwon
30,27,강원,2022-01-09,83,11:00,2022-01-11,2022-01-09,영서북부,5:00,주의보,PM25,gangwon
33,28,강원,2022-01-09,75,13:00,2022-01-11,2022-01-09,영서남부,5:00,주의보,PM25,gangwon
25,89,강원,2022-02-12,76,11:00,2022-02-12,2022-02-12,영서북부,15:00,주의보,PM25,gangwon
30,96,강원,2022-02-25,82,20:00,2022-02-26,2022-02-25,영서북부,21:00,주의보,PM25,gangwon
26,115,강원,2022-02-25,80,23:00,2022-02-26,2022-02-25,영동북부,23:00,주의보,PM25,gangwon
80,185,강원,2022-03-04,222,23:00,2022-03-05,2022-03-04,영동북부,5:00,주의보,PM10,gangwon
97,186,강원,2022-03-04,278,0:00,2022-03-05,2022-03-05,영동남부,6:00,주의보,PM10,gangwon
93,184,강원,2022-03-04,153,0:00,2022-03-05,2022-03-05,영서북부,5:00,주의보,PM10,gangwon
88,213,강원,2022-03-05,200,10:00,2022-03-05,2022-03-05,영서남부,14:00,주의보,PM10,gangwon
75,218,강원,2022-03-05,151,11:00,2022-03-05,2022-03-05,영동북부,14:00,주의보,PM10,gangwon
96,187,강원,2022-03-05,178,3:00,2022-03-05,2022-03-05,영서남부,7:00,주의보,PM10,gangwon
88,206,강원,2022-03-05,202,9:00,2022-03-05,2022-03-05,영서북부,12:00,주의보,PM10,gangwon
7,219,강원,2022-03-06,75,1:00,2022-03-06,2022-03-06,영동남부,4:00,주의보,PM25,gangwon
96,220,강원,2022-03-07,162,13:00,2022-03-07,2022-03-07,영동남부,15:00,주의보,PM10,gangwon
19,221,강원,2022-03-07,117,13:00,2022-03-08,2022-03-07,영동남부,6:00,주의보,PM25,gangwon
16,232,강원,2022-04-11,137,11:00,2022-04-11,2022-04-11,영서북부,14:00,주의보,PM25,gangwon
93,255,강원,2022-04-27,201,11:00,2022-04-27,2022-04-27,영동북부,13:00,주의보,PM10,gangwon
83,261,강원,2022-04-27,170,12:00,2022-04-27,2022-04-27,영동남부,17:00,주의보,PM10,gangwon
99,364,강원,2022-12-13,145,18:00,2022-12-13,2022-12-13,영서북부,19:00,주의보,PM10,gangwon
355,306,강원,2022-12-13,205,7:00,2022-12-13,2022-12-13,영서북부,12:00,주의보,PM10,gangwon
124,328,강원,2022-12-13,320,13:00,2022-12-13,2022-12-13,영동북부,19:00,경보,PM10,gangwon
91,309,강원,2022-12-13,190,8:00,2022-12-13,2022-12-13,영서남부,18:00,주의보,PM10,gangwon
75,366,강원,2022-12-13,124,19:00,2022-12-13,2022-12-13,영동북부,20:00,주의보,PM10,gangwon
67,327,강원,2022-12-13,174,13:00,2022-12-13,2022-12-13,영동남부,20:00,주의보,PM10,gangwon
320,307,강원,2022-12-13,173,7:00,2022-12-13,2022-12-13,영동북부,13:00,주의보,PM10,gangwon
145,322,강원,2022-12-13,355,12:00,2022-12-13,2022-12-13,영서북부,18:00,경보,PM10,gangwon
33,87,강원,2023-01-07,94,9:00,2023-01-09,2023-01-07,영서남부,15:00,주의보,PM25,gangwon
24,114,강원,2023-01-07,77,18:00,2023-01-09,2023-01-07,영서북부,15:00,주의보,PM25,gangwon
98,233,강원,2023-03-23,188,19:00,2023-03-24,2023-03-23,영동북부,2:00,주의보,PM10,gangwon
95,267,강원,2023-03-24,153,10:00,2023-03-24,2023-03-24,영동남부,19:00,주의보,PM10,gangwon
28,350,강원,2023-04-07,93,2:00,2023-04-07,2023-04-07,영서남부,16:00,주의보,PM25,gangwon
33,352,강원,2023-04-07,83,8:00,2023-04-07,2023-04-07,영서북부,15:00,주의보,PM25,gangwon
29,353,강원,2023-04-07,82,8:00,2023-04-07,2023-04-07,영동북부,15:00,주의보,PM25,gangwon
459,364,강원,2023-04-11,269,20:00,2023-04-12,2023-04-11,영동북부,1:00,주의보,PM10,gangwon
135,451,강원,2023-04-11,318,22:00,2023-04-12,2023-04-11,영동남부,20:00,경보,PM10,gangwon
318,365,강원,2023-04-11,327,21:00,2023-04-11,2023-04-11,영동남부,22:00,주의보,PM10,gangwon
313,447,강원,2023-04-11,273,0:00,2023-04-12,2023-04-12,영서북부,2:00,주의보,PM10,gangwon
149,450,강원,2023-04-12,459,1:00,2023-04-13,2023-04-12,영동북부,7:00,경보,PM10,gangwon
328,448,강원,2023-04-12,219,2:00,2023-04-12,2023-04-12,영서남부,12:00,주의보,PM10,gangwon
148,449,강원,2023-04-12,313,2:00,2023-04-13,2023-04-12,영서북부,6:00,경보,PM10,gangwon
98,488,강원,2023-04-12,135,20:00,2023-04-14,2023-04-12,영동남부,8:00,주의보,PM10,gangwon
149,473,강원,2023-04-12,328,12:00,2023-04-13,2023-04-12,영서남부,5:00,경보,PM10,gangwon
309,502,강원,2023-04-13,149,7:00,2023-04-13,2023-04-13,영동북부,15:00,주의보,PM10,gangwon
99,501,강원,2023-04-13,148,6:00,2023-04-14,2023-04-13,영서북부,12:00,주의보,PM10,gangwon
146,511,강원,2023-04-13,309,15:00,2023-04-14,2023-04-13,영동북부,6:00,경보,PM10,gangwon
78,500,강원,2023-04-13,149,5:00,2023-04-13,2023-04-13,영서남부,13:00,주의보,PM10,gangwon
94,529,강원,2023-04-14,146,6:00,2023-04-15,2023-04-14,영동북부,2:00,주의보,PM10,gangwon
99,532,강원,2023-04-16,171,13:00,2023-04-16,2023-04-16,영서북부,16:00,주의보,PM10,gangwon
97,604,강원,2023-04-21,209,21:00,2023-04-22,2023-04-21,영서남부,7:00,주의보,PM10,gangwon
392,564,강원,2023-04-21,231,12:00,2023-04-21,2023-04-21,영동남부,15:00,주의보,PM10,gangwon
358,565,강원,2023-04-21,165,14:00,2023-04-21,2023-04-21,영동북부,20:00,주의보,PM10,gangwon
139,595,강원,2023-04-21,358,20:00,2023-04-22,2023-04-21,영동북부,0:00,경보,PM10,gangwon
144,567,강원,2023-04-21,392,15:00,2023-04-22,2023-04-21,영동남부,10:00,경보,PM10,gangwon
94,652,강원,2023-04-21,139,0:00,2023-04-22,2023-04-22,영동북부,2:00,주의보,PM10,gangwon
56,660,강원,2023-04-22,219,12:00,2023-04-23,2023-04-22,영동북부,0:00,주의보,PM10,gangwon
95,657,강원,2023-04-22,144,10:00,2023-04-23,2023-04-22,영동남부,3:00,주의보,PM10,gangwon
98,705,강원,2023-05-21,166,19:00,2023-05-22,2023-05-21,영서남부,2:00,주의보,PM10,gangwon
96,701,강원,2023-05-21,168,15:00,2023-05-22,2023-05-21,영서북부,4:00,주의보,PM10,gangwon
90,703,강원,2023-05-21,181,16:00,2023-05-22,2023-05-21,영동북부,18:00,주의보,PM10,gangwon
99,708,강원,2023-05-21,174,23:00,2023-05-22,2023-05-21,영동남부,22:00,주의보,PM10,gangwon
96,753,강원,2023-05-22,164,17:00,2023-05-23,2023-05-22,영서남부,1:00,주의보,PM10,gangwon
26,12,경기,2020-01-19,88,14:00,2020-01-20,2020-01-19,중부권,11:00,주의보,PM25,gyeonggi
29,15,경기,2020-01-19,88,15:00,2020-01-20,2020-01-19,남부권,12:00,주의보,PM25,gyeonggi
31,55,경기,2020-02-01,79,20:00,2020-02-03,2020-02-01,남부권,2:00,주의보,PM25,gyeonggi
32,53,경기,2020-02-01,78,19:00,2020-02-02,2020-02-01,중부권,19:00,주의보,PM25,gyeonggi
33,73,경기,2020-02-02,81,12:00,2020-02-02,2020-02-02,동부권,20:00,주의보,PM25,gyeonggi
16,101,경기,2020-02-14,76,21:00,2020-02-16,2020-02-14,동부권,3:00,주의보,PM25,gyeonggi
23,93,경기,2020-02-14,78,17:00,2020-02-16,2020-02-14,중부권,1:00,주의보,PM25,gyeonggi
11,94,경기,2020-02-14,77,17:00,2020-02-16,2020-02-14,남부권,3:00,주의보,PM25,gyeonggi
31,105,경기,2020-02-21,76,12:00,2020-02-21,2020-02-21,북부권,17:00,주의보,PM25,gyeonggi
28,104,경기,2020-02-21,83,10:00,2020-02-21,2020-02-21,남부권,23:00,주의보,PM25,gyeonggi
30,107,경기,2020-02-21,79,12:00,2020-02-21,2020-02-21,동부권,22:00,주의보,PM25,gyeonggi
33,108,경기,2020-02-22,85,10:00,2020-02-22,2020-02-22,중부권,17:00,주의보,PM25,gyeonggi
93,118,경기,2020-02-22,159,11:00,2020-02-22,2020-02-22,남부권,15:00,주의보,PM10,gyeonggi
91,114,경기,2020-02-22,161,10:00,2020-02-22,2020-02-22,중부권,16:00,주의보,PM10,gyeonggi
32,116,경기,2020-02-22,85,11:00,2020-02-22,2020-02-22,남부권,16:00,주의보,PM25,gyeonggi
29,117,경기,2020-02-22,79,11:00,2020-02-22,2020-02-22,동부권,17:00,주의보,PM25,gyeonggi
27,111,경기,2020-02-22,85,10:00,2020-02-22,2020-02-22,북부권,16:00,주의보,PM25,gyeonggi
76,112,경기,2020-02-22,161,10:00,2020-02-22,2020-02-22,동부권,15:00,주의보,PM10,gyeonggi
88,119,경기,2020-02-22,154,11:00,2020-02-22,2020-02-22,북부권,14:00,주의보,PM10,gyeonggi
25,138,경기,2020-03-09,76,1:00,2020-03-10,2020-03-09,남부권,12:00,주의보,PM25,gyeonggi
34,139,경기,2020-03-09,78,10:00,2020-03-09,2020-03-09,중부권,20:00,주의보,PM25,gyeonggi
94,169,경기,2020-04-22,197,7:00,2020-04-22,2020-04-22,북부권,15:00,주의보,PM10,gyeonggi
86,177,경기,2020-04-22,168,10:00,2020-04-22,2020-04-22,남부권,17:00,주의보,PM10,gyeonggi
93,171,경기,2020-04-22,214,9:00,2020-04-22,2020-04-22,동부권,16:00,주의보,PM10,gyeonggi
95,173,경기,2020-04-22,181,9:00,2020-04-22,2020-04-22,중부권,16:00,주의보,PM10,gyeonggi
88,183,경기,2020-05-11,176,13:00,2020-05-12,2020-05-11,동부권,1:00,주의보,PM10,gyeonggi
96,184,경기,2020-05-11,156,14:00,2020-05-12,2020-05-11,남부권,1:00,주의보,PM10,gyeonggi
56,179,경기,2020-05-11,192,12:00,2020-05-12,2020-05-11,북부권,0:00,주의보,PM10,gyeonggi
79,182,경기,2020-05-11,190,13:00,2020-05-12,2020-05-11,중부권,1:00,주의보,PM10,gyeonggi
95,241,경기,2020-10-22,162,16:00,2020-10-22,2020-10-22,남부권,18:00,주의보,PM10,gyeonggi
88,236,경기,2020-10-22,153,14:00,2020-10-22,2020-10-22,북부권,17:00,주의보,PM10,gyeonggi
82,237,경기,2020-10-22,185,14:00,2020-10-22,2020-10-22,중부권,17:00,주의보,PM10,gyeonggi
72,239,경기,2020-10-22,172,15:00,2020-10-22,2020-10-22,동부권,19:00,주의보,PM10,gyeonggi
28,262,경기,2020-10-28,76,3:00,2020-10-28,2020-10-28,남부권,13:00,주의보,PM25,gyeonggi
33,270,경기,2020-11-13,80,11:00,2020-11-14,2020-11-13,남부권,14:00,주의보,PM25,gyeonggi
33,277,경기,2020-11-15,84,12:00,2020-11-18,2020-11-15,북부권,4:00,주의보,PM25,gyeonggi
33,278,경기,2020-11-15,77,12:00,2020-11-18,2020-11-15,중부권,2:00,주의보,PM25,gyeonggi
34,282,경기,2020-11-16,83,12:00,2020-11-18,2020-11-16,남부권,3:00,주의보,PM25,gyeonggi
34,301,경기,2020-12-11,81,12:00,2020-12-12,2020-12-11,동부권,12:00,주의보,PM25,gyeonggi
27,297,경기,2020-12-11,83,10:00,2020-12-12,2020-12-11,중부권,12:00,주의보,PM25,gyeonggi
29,299,경기,2020-12-11,84,11:00,2020-12-12,2020-12-11,남부권,13:00,주의보,PM25,gyeonggi
32,298,경기,2020-12-11,82,10:00,2020-12-12,2020-12-11,북부권,12:00,주의보,PM25,gyeonggi
27,312,경기,2020-12-23,75,13:00,2020-12-24,2020-12-23,남부권,14:00,주의보,PM25,gyeonggi
92,11,경기,2021-01-13,170,23:00,2021-01-14,2021-01-13,북부권,3:00,주의보,PM10,gyeonggi
33,37,경기,2021-02-01,84,18:00,2021-02-02,2021-02-01,남부권,1:00,주의보,PM25,gyeonggi
34,47,경기,2021-02-01,80,20:00,2021-02-01,2021-02-01,동부권,23:00,주의보,PM25,gyeonggi
31,44,경기,2021-02-01,85,19:00,2021-02-02,2021-02-01,중부권,1:00,주의보,PM25,gyeonggi
28,71,경기,2021-02-06,77,19:00,2021-02-07,2021-02-06,남부권,19:00,주의보,PM25,gyeonggi
34,72,경기,2021-02-06,82,20:00,2021-02-07,2021-02-06,동부권,16:00,주의보,PM25,gyeonggi
30,70,경기,2021-02-06,79,18:00,2021-02-07,2021-02-06,북부권,15:00,주의보,PM25,gyeonggi
31,84,경기,2021-02-07,82,3:00,2021-02-07,2021-02-07,중부권,17:00,주의보,PM25,gyeonggi
28,97,경기,2021-02-11,75,23:00,2021-02-15,2021-02-11,남부권,10:00,주의보,PM25,gyeonggi
33,96,경기,2021-02-11,81,22:00,2021-02-15,2021-02-11,중부권,8:00,주의보,PM25,gyeonggi
33,105,경기,2021-02-12,79,22:00,2021-02-15,2021-02-12,북부권,10:00,주의보,PM25,gyeonggi
25,115,경기,2021-03-10,87,20:00,2021-03-12,2021-03-10,중부권,17:00,주의보,PM25,gyeonggi
27,113,경기,2021-03-10,86,20:00,2021-03-12,2021-03-10,북부권,16:00,주의보,PM25,gyeonggi
26,118,경기,2021-03-10,82,22:00,2021-03-12,2021-03-10,남부권,18:00,주의보,PM25,gyeonggi
24,120,경기,2021-03-10,79,0:00,2021-03-12,2021-03-11,동부권,16:00,주의보,PM25,gyeonggi
98,128,경기,2021-03-11,151,11:00,2021-03-11,2021-03-11,남부권,13:00,주의보,PM10,gyeonggi
97,126,경기,2021-03-11,166,9:00,2021-03-11,2021-03-11,중부권,14:00,주의보,PM10,gyeonggi
29,132,경기,2021-03-14,76,13:00,2021-03-16,2021-03-14,중부권,1:00,주의보,PM25,gyeonggi
34,136,경기,2021-03-15,75,11:00,2021-03-16,2021-03-15,남부권,0:00,주의보,PM25,gyeonggi
25,135,경기,2021-03-15,81,11:00,2021-03-16,2021-03-15,북부권,1:00,주의보,PM25,gyeonggi
99,160,경기,2021-03-16,161,16:00,2021-03-16,2021-03-16,남부권,22:00,주의보,PM10,gyeonggi
98,143,경기,2021-03-16,171,11:00,2021-03-17,2021-03-16,중부권,21:00,주의보,PM10,gyeonggi
98,139,경기,2021-03-16,189,11:00,2021-03-17,2021-03-16,북부권,3:00,주의보,PM10,gyeonggi
34,185,경기,2021-03-26,75,11:00,2021-03-26,2021-03-26,남부권,16:00,주의보,PM25,gyeonggi
32,184,경기,2021-03-26,80,11:00,2021-03-26,2021-03-26,동부권,16:00,주의보,PM25,gyeonggi
32,180,경기,2021-03-26,87,9:00,2021-03-27,2021-03-26,중부권,11:00,주의보,PM25,gyeonggi
29,181,경기,2021-03-26,87,10:00,2021-03-27,2021-03-26,북부권,14:00,주의보,PM25,gyeonggi
98,189,경기,2021-03-26,150,22:00,2021-03-27,2021-03-26,중부권,5:00,주의보,PM10,gyeonggi
559,279,경기,2021-03-29,463,4:00,2021-03-29,2021-03-29,남부권,5:00,주의보,PM10,gyeonggi
32,308,경기,2021-03-29,97,4:00,2021-03-29,2021-03-29,중부권,15:00,주의보,PM25,gyeonggi
111,307,경기,2021-03-29,440,4:00,2021-03-30,2021-03-29,중부권,12:00,경보,PM10,gyeonggi
126,278,경기,2021-03-29,430,5:00,2021-03-30,2021-03-29,동부권,11:00,경보,PM10,gyeonggi
24,250,경기,2021-03-29,88,5:00,2021-03-29,2021-03-29,동부권,13:00,주의보,PM25,gyeonggi
134,306,경기,2021-03-29,559,5:00,2021-03-30,2021-03-29,남부권,12:00,경보,PM10,gyeonggi
32,251,경기,2021-03-29,110,5:00,2021-03-29,2021-03-29,남부권,14:00,주의보,PM25,gyeonggi
440,261,경기,2021-03-29,329,3:00,2021-03-29,2021-03-29,중부권,4:00,주의보,PM10,gyeonggi
147,310,경기,2021-03-29,360,5:00,2021-03-30,2021-03-29,북부권,10:00,경보,PM10,gyeonggi
430,277,경기,2021-03-29,373,4:00,2021-03-29,2021-03-29,동부권,5:00,주의보,PM10,gyeonggi
360,309,경기,2021-03-29,302,4:00,2021-03-29,2021-03-29,북부권,5:00,주의보,PM10,gyeonggi
30,248,경기,2021-03-29,87,5:00,2021-03-29,2021-03-29,북부권,14:00,주의보,PM25,gyeonggi
84,1617,경기,2021-03-30,134,12:00,2021-03-30,2021-03-30,남부권,14:00,주의보,PM10,gyeonggi
89,1618,경기,2021-03-30,111,12:00,2021-03-30,2021-03-30,중부권,13:00,주의보,PM10,gyeonggi
95,1569,경기,2021-03-30,147,10:00,2021-03-30,2021-03-30,북부권,11:00,주의보,PM10,gyeonggi
93,1591,경기,2021-03-30,126,11:00,2021-03-30,2021-03-30,동부권,12:00,주의보,PM10,gyeonggi
97,1670,경기,2021-04-16,196,20:00,2021-04-17,2021-04-16,남부권,3:00,주의보,PM10,gyeonggi
97,1662,경기,2021-04-16,306,17:00,2021-04-16,2021-04-16,북부권,21:00,주의보,PM10,gyeonggi
88,1669,경기,2021-04-16,346,19:00,2021-04-17,2021-04-16,동부권,1:00,주의보,PM10,gyeonggi
99,1665,경기,2021-04-16,227,17:00,2021-04-17,2021-04-16,중부권,3:00,주의보,PM10,gyeonggi
91,1696,경기,2021-04-17,179,13:00,2021-04-17,2021-04-17,중부권,18:00,주의보,PM10,gyeonggi
88,1687,경기,2021-04-17,224,13:00,2021-04-17,2021-04-17,남부권,17:00,주의보,PM10,gyeonggi
74,1695,경기,2021-04-17,187,13:00,2021-04-17,2021-04-17,동부권,17:00,주의보,PM10,gyeonggi
564,1743,경기,2021-05-07,383,13:00,2021-05-07,2021-05-07,중부권,14:00,주의보,PM10,gyeonggi
157,1748,경기,2021-05-07,134,14:00,2021-05-07,2021-05-07,북부권,16:00,주의보,PM25,gyeonggi
104,1745,경기,2021-05-07,505,14:00,2021-05-09,2021-05-07,북부권,1:00,경보,PM10,gyeonggi
505,1736,경기,2021-05-07,358,13:00,2021-05-07,2021-05-07,북부권,14:00,주의보,PM10,gyeonggi
151,1791,경기,2021-05-07,116,16:00,2021-05-08,2021-05-07,동부권,2:00,주의보,PM25,gyeonggi
136,1772,경기,2021-05-07,524,15:00,2021-05-09,2021-05-07,남부권,4:00,경보,PM10,gyeonggi
147,1771,경기,2021-05-07,533,15:00,2021-05-09,2021-05-07,동부권,2:00,경보,PM10,gyeonggi
74,1795,경기,2021-05-07,163,16:00,2021-05-08,2021-05-07,중부권,13:00,경보,PM25,gyeonggi
524,1747,경기,2021-05-07,359,14:00,2021-05-07,2021-05-07,남부권,15:00,주의보,PM10,gyeonggi
154,1773,경기,2021-05-07,120,15:00,2021-05-07,2021-05-07,남부권,19:00,주의보,PM25,gyeonggi
533,1746,경기,2021-05-07,371,14:00,2021-05-07,2021-05-07,동부권,15:00,주의보,PM10,gyeonggi
70,1879,경기,2021-05-07,154,19:00,2021-05-08,2021-05-07,남부권,14:00,경보,PM25,gyeonggi
64,1789,경기,2021-05-07,157,16:00,2021-05-08,2021-05-07,북부권,13:00,경보,PM25,gyeonggi
163,1754,경기,2021-05-07,132,14:00,2021-05-07,2021-05-07,중부권,16:00,주의보,PM25,gyeonggi
132,1752,경기,2021-05-07,564,14:00,2021-05-09,2021-05-07,중부권,2:00,경보,PM10,gyeonggi
26,2800,경기,2021-05-08,64,13:00,2021-05-09,2021-05-08,북부권,1:00,주의보,PM25,gyeonggi
30,2857,경기,2021-05-08,64,14:00,2021-05-09,2021-05-08,동부권,2:00,주의보,PM25,gyeonggi
31,2858,경기,2021-05-08,70,14:00,2021-05-09,2021-05-08,남부권,4:00,주의보,PM25,gyeonggi
32,2806,경기,2021-05-08,74,13:00,2021-05-09,2021-05-08,중부권,1:00,주의보,PM25,gyeonggi
64,2180,경기,2021-05-08,151,2:00,2021-05-08,2021-05-08,동부권,14:00,경보,PM25,gyeonggi
88,3302,경기,2021-05-09,147,2:00,2021-05-09,2021-05-09,동부권,4:00,주의보,PM10,gyeonggi
97,3358,경기,2021-05-09,136,4:00,2021-05-09,2021-05-09,남부권,8:00,주의보,PM10,gyeonggi
74,3269,경기,2021-05-09,104,1:00,2021-05-09,2021-05-09,북부권,2:00,주의보,PM10,gyeonggi
94,3304,경기,2021-05-09,132,2:00,2021-05-09,2021-05-09,중부권,4:00,주의보,PM10,gyeonggi
306,3443,경기,2021-05-24,174,17:00,2021-05-24,2021-05-24,동부권,21:00,주의보,PM10,gyeonggi
90,3449,경기,2021-05-24,226,18:00,2021-05-25,2021-05-24,남부권,12:00,주의보,PM10,gyeonggi
109,3456,경기,2021-05-24,306,21:00,2021-05-25,2021-05-24,동부권,8:00,경보,PM10,gyeonggi
98,3444,경기,2021-05-24,248,17:00,2021-05-25,2021-05-24,중부권,12:00,주의보,PM10,gyeonggi
84,3440,경기,2021-05-24,182,15:00,2021-05-25,2021-05-24,북부권,8:00,주의보,PM10,gyeonggi
96,3477,경기,2021-05-25,109,8:00,2021-05-25,2021-05-25,동부권,9:00,주의보,PM10,gyeonggi
30,3493,경기,2021-11-19,89,19:00,2021-11-22,2021-11-19,중부권,0:00,주의보,PM25,gyeonggi
19,3490,경기,2021-11-19,86,18:00,2021-11-22,2021-11-19,북부권,0:00,주의보,PM25,gyeonggi
59,3504,경기,2021-11-19,150,23:00,2021-11-22,2021-11-19,남부권,1:00,주의보,PM10,gyeonggi
90,3503,경기,2021-11-19,152,22:00,2021-11-20,2021-11-19,북부권,5:00,주의보,PM10,gyeonggi
26,3494,경기,2021-11-19,85,19:00,2021-11-22,2021-11-19,남부권,2:00,주의보,PM25,gyeonggi
26,3497,경기,2021-11-19,86,20:00,2021-11-22,2021-11-19,동부권,1:00,주의보,PM25,gyeonggi
